TITLE,PRICE,Year,Mileage,Fuel Type,Horsepower,Transmission,Page,Link
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC for Sale,PKR 25.25 lacs,2011,"235,296 km",Petrol,1300 cc,Manual,page 20,https://www.pakwheels.com/used-cars/honda-city-2011-for-sale-in-islamabad-11143462
Honda City 5th (GM2) Generation 2016 Aspire 1.5 i-VTEC for Sale,PKR 34.75 lacs,2016,"111,405 km",Petrol,1500 cc,Manual,page 20,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-lahore-11056496
Honda City 6th Generation 2021 1.2L CVT for Sale,PKR 42.8 lacs,2021,"68,156 km",Petrol,1200 cc,Automatic,page 20,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-multan-11010276
Honda City  2007 i-DSI Vario for Sale,PKR 26 lacs,2007,"183,000 km",Petrol,1300 cc,Automatic,page 20,https://www.pakwheels.com/used-cars/honda-city-2007-for-sale-in-faisalabad-11200128
Honda City  2022 1.2L CVT for Sale,PKR 43.7 lacs,2022,"38,000 km",Petrol,1200 cc,Automatic,page 20,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-11200121
Honda City  2012 Aspire 1.3 i-VTEC for Sale,PKR 31 lacs,2012,"175,000 km",Petrol,1300 cc,Manual,page 20,https://www.pakwheels.com/used-cars/honda-city-2012-for-sale-in-islamabad-11183681
Honda City  2000 EXi S for Sale,PKR 10.5 lacs,2000,"54,000 km",Petrol,1500 cc,Manual,page 20,https://www.pakwheels.com/used-cars/honda-city-2000-for-sale-in-karachi-11200105
Honda City 6th Generation 2026 1.2L CVT for Sale,PKR 49.25 lacs,2026,30 km,Petrol,1200 cc,Automatic,page 20,https://www.pakwheels.com/used-cars/honda-city-2026-for-sale-in-lahore-10927120
Honda Civic  2006  for Sale,PKR 26 lacs,2006,"155,000 km",Petrol,1800 cc,Manual,page 20,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-rawalpindi-10959044
Nissan Dayz  2021 Highway Star S hybrid X pro pilot for Sale,PKR 38.5 lacs,2021,"55,000 km",Hybrid,660 cc,Automatic,page 20,https://www.pakwheels.com/used-cars/nissan-dayz-2021-for-sale-in-karachi-11099621
Suzuki Cultus  2015 EURO II for Sale,PKR 15.5 lacs,2015,"100,000 km",Petrol,1000 cc,Manual,page 20,https://www.pakwheels.com/used-cars/suzuki-cultus-2015-for-sale-in-karachi-11200088
Honda City  2000 EXi S Automatic for Sale,PKR 19 lacs,2000,"246,600 km",Petrol,1500 cc,Automatic,page 20,https://www.pakwheels.com/used-cars/honda-city-2000-for-sale-in-islamabad-11200068
Suzuki Alto  2022 VXL AGS for Sale,PKR 29.75 lacs,2022,"22,300 km",Petrol,660 cc,Automatic,page 20,https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-wah-cantt-11199658
Honda City  2005 i-DSI for Sale,PKR 15.5 lacs,2005,"110,000 km",Petrol,1300 cc,Manual,page 20,https://www.pakwheels.com/used-cars/honda-city-2005-for-sale-in-rahim-yar-khan-11200044
Mercedes Benz E Class  2020 E 180 Exclusive for Sale,Call,2020,"60,000 km",Petrol,1500 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/mercedes-benz-e-class-2020-for-sale-in-karachi-10779003
Honda N Wgn  2023 G for Sale,PKR 35.95 lacs,2023,"22,000 km",Petrol,660 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-n-wgn-2023-for-sale-in-lahore-11194465
Honda City  2022 1.2L CVT for Sale,PKR 46 lacs,2022,"16,000 km",Petrol,1200 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-11166002
Honda City 5th (GM2) Generation 2016 Aspire 1.5 i-VTEC for Sale,PKR 31 lacs,2016,"134,105 km",Petrol,1500 cc,Manual,page 21,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-rawalpindi-11194331
Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,PKR 49.5 lacs,2022,"50,820 km",Petrol,1500 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-islamabad-11183300
Honda City 6th Generation 2026 1.2L CVT for Sale,PKR 50.2 lacs,2026,5 km,Petrol,1200 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-city-2026-for-sale-in-islamabad-11091335
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 53.4 lacs,2019,"67,000 km",Petrol,1800 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-11179382
Honda City 5th (GM2) Generation 2020 1.3 i-VTEC Prosmatec for Sale,PKR 41.25 lacs,2020,"70,000 km",Petrol,1300 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-lahore-11065361
Honda City  2007 i-DSI for Sale,PKR 22 lacs,2007,"275,000 km",Petrol,1300 cc,Manual,page 21,https://www.pakwheels.com/used-cars/honda-city-2007-for-sale-in-faisalabad-11193562
Nissan Dayz  2020 Highway Star S hybrid X pro pilot for Sale,PKR 33.5 lacs,2020,"21,000 km",Hybrid,660 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/nissan-dayz-2020-for-sale-in-lahore-11194006
Honda City 5th (GM2) Generation 2018 1.5 i-VTEC Prosmatec for Sale,PKR 38.75 lacs,2018,"126,000 km",Petrol,1500 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-faisalabad-11193973
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC Prosmatec for Sale,PKR 35.5 lacs,2017,"158,000 km",Petrol,1300 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-lahore-11193962
Honda City  2025 1.2L CVT for Sale,PKR 49.5 lacs,2025,"1,800 km",Petrol,1200 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-city-2025-for-sale-in-hyderabad-11103133
Suzuki Ciaz  2018 Automatic for Sale,PKR 30 lacs,2018,"88,000 km",Petrol,1400 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/suzuki-ciaz-2018-for-sale-in-islamabad-11172295
Toyota Raize  2020 Z for Sale,PKR 58 lacs,2020,"88,000 km",Petrol,1000 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/toyota-raize-2020-for-sale-in-islamabad-11200034
Toyota Tundra  2023  for Sale,Call,2023,"33,500 km",Petrol,3500 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/toyota-tundra-2023-for-sale-in-lahore-10035613
Honda City 5th (GM2) Generation 2019 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 36.25 lacs,2019,"72,000 km",Petrol,1500 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-karachi-11141273
Honda City  2010 i-VTEC for Sale,PKR 29.5 lacs,2010,"105,682 km",Petrol,1300 cc,Manual,page 21,https://www.pakwheels.com/used-cars/honda-city-2010-for-sale-in-rawalpindi-11099368
Honda City  2016 1.3 i-VTEC for Sale,PKR 30.75 lacs,2016,"149,500 km",Petrol,1300 cc,Manual,page 21,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-lahore-11199960
Honda Civic Reborn 2006 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 20.5 lacs,2006,"178,000 km",Petrol,1800 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-islamabad-11199957
Honda City  2019 1.3 i-VTEC Prosmatec for Sale,PKR 38 lacs,2019,"76,000 km",Petrol,1300 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-lahore-10948723
Honda Civic  2021 1.5 RS Turbo for Sale,PKR 67.5 lacs,2021,"58,000 km",Petrol,1500 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-11177577
Honda City 5th (GM2) Generation 2015 1.3 i-VTEC for Sale,PKR 37.5 lacs,2015,"58,000 km",Petrol,1300 cc,Manual,page 21,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-rawalpindi-11199882
Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,PKR 35.4 lacs,2016,"129,000 km",Petrol,1300 cc,Manual,page 21,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-islamabad-11180196
Suzuki FX  1987 GA for Sale,PKR 3.6 lacs,1987,"9,652 km",Petrol,800 cc,Manual,page 21,https://www.pakwheels.com/used-cars/suzuki-fx-1987-for-sale-in-lahore-11082200
Audi A3  2016 1.8 TFSI quattro for Sale,PKR 76 lacs,2016,"65,000 km",Petrol,1800 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/audi-a3-2016-for-sale-in-wah-cantt-10708197
Honda City 6th Generation 2021 1.2L CVT for Sale,PKR 41.75 lacs,2021,"52,000 km",Petrol,1200 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-karachi-11199844
Toyota Land Cruiser  1982 J40  for Sale,PKR 22 lacs,1982,"20,000 km",Diesel,4200 cc,Manual,page 21,https://www.pakwheels.com/used-cars/toyota-land-cruiser-1982-for-sale-in-islamabad-11199817
Honda City  2004 i-DSI for Sale,PKR 20.1 lacs,2004,"205,000 km",Petrol,1300 cc,Manual,page 21,https://www.pakwheels.com/used-cars/honda-city-2004-for-sale-in-lahore-11119195
Honda City  2022 1.5L ASPIRE CVT for Sale,PKR 48.25 lacs,2022,"78,000 km",Petrol,1500 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-rawalpindi-11175934
Honda City  2003 EXi S Automatic for Sale,PKR 23.5 lacs,2003,"92,000 km",Petrol,1300 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-city-2003-for-sale-in-lahore-10653024
Honda City  2017 1.5 i-VTEC for Sale,PKR 37.5 lacs,2017,"63,000 km",Petrol,1500 cc,Manual,page 21,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-rawalpindi-11199716
Honda Civic  2013 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 33 lacs,2013,"104,000 km",Petrol,1800 cc,Automatic,page 21,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-lahore-11006247
Honda City  2006 i-DSI for Sale,PKR 19.6 lacs,2006,"310,000 km",Petrol,1300 cc,Manual,page 21,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-gujranwala-11199684
Honda City  2006 i-DSI for Sale,PKR 20 lacs,2006,"200,000 km",Petrol,1300 cc,Manual,page 21,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-nawabshah-11199688
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC for Sale,PKR 31.5 lacs,2013,"64,000 km",Petrol,1300 cc,Manual,page 21,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-islamabad-11199674
Honda Civic  1997 VTi 1.6 for Sale,PKR 10.5 lacs,1997,"150,000 km",Petrol,1600 cc,Manual,page 21,https://www.pakwheels.com/used-cars/honda-civic-1997-for-sale-in-peshawar-11199568
Honda City  2017 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 34.5 lacs,2017,"110,000 km",Petrol,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-islamabad-11193908
Honda City  2018 1.3 i-VTEC Prosmatec for Sale,PKR 38.85 lacs,2018,"164,000 km",Petrol,1300 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-islamabad-11193743
Honda City 5th (GM2) Generation 2019 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 37 lacs,2019,"64,000 km",Petrol,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-karachi-11193860
MG ZS EV  2021 Luxury for Sale,PKR 65.5 lacs,2021,"45,000 km",Electric,44.5 kWh,Automatic,page 22,https://www.pakwheels.com/used-cars/mg-zs-ev-2021-for-sale-in-islamabad-11193661
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC for Sale,PKR 27 lacs,2014,"98,415 km",Petrol,1300 cc,Manual,page 22,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-faisalabad-11168541
Honda City  2005 i-DSI for Sale,PKR 18.25 lacs,2005,"151,000 km",Petrol,1300 cc,Manual,page 22,https://www.pakwheels.com/used-cars/honda-city-2005-for-sale-in-islamabad-11193687
BMW 3 Series  2016 318i for Sale,PKR 1 crore,2016,"77,000 km",Petrol,1600 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/bmw-3-series-2016-for-sale-in-lahore-11193679
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC for Sale,PKR 29.75 lacs,2013,"140,000 km",Petrol,1300 cc,Manual,page 22,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-islamabad-11193659
Honda City 6th Generation 2025 1.5L ASPIRE CVT for Sale,PKR 59 lacs,2025,"11,005 km",Petrol,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-city-2025-for-sale-in-lahore-11041006
Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,PKR 48 lacs,2022,"68,634 km",Petrol,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-rawalpindi-11080613
Honda City 5th (GM2) Generation 2014 Aspire 1.5 i-VTEC for Sale,PKR 33.2 lacs,2014,"99,000 km",Petrol,1500 cc,Manual,page 22,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-islamabad-11193545
Toyota Aqua  2015 G for Sale,PKR 44.35 lacs,2015,"116,000 km",Hybrid,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/toyota-aqua-2015-for-sale-in-islamabad-11164396
Honda City 5th (GM2) Generation 2021 1.3 i-VTEC for Sale,PKR 38.4 lacs,2021,"197,000 km",Petrol,1300 cc,Manual,page 22,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-bahawalpur-11199666
KIA Stonic  2025 EX+ for Sale,PKR 57 lacs,2025,"7,000 km",Petrol,1400 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/kia-stonic-2025-for-sale-in-karachi-10645558
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC for Sale,PKR 29.85 lacs,2014,"142,445 km",Petrol,1300 cc,Manual,page 22,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-wah-cantt-11199632
Honda City 6th Generation 2022 1.2L CVT for Sale,PKR 45.5 lacs,2022,"28,000 km",Petrol,1200 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-islamabad-11199624
Nissan Moco  2015  for Sale,PKR 21.5 lacs,2015,"80,000 km",Petrol,660 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/nissan-moco-2015-for-sale-in-lahore-11199295
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC for Sale,PKR 26.75 lacs,2014,"160,000 km",Petrol,1300 cc,Manual,page 22,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-lahore-11199590
Toyota Camry 4th (XV40) Generation 2009 Up-Spec Automatic 2.4 for Sale,PKR 36 lacs,2009,"140,000 km",Petrol,2400 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/toyota-camry-2009-for-sale-in-okara-11199550
Daihatsu Move  2019 Custom X for Sale,PKR 28 lacs,2019,"72,000 km",Petrol,660 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/daihatsu-move-2019-for-sale-in-lahore-11199541
Honda Accord  2003 CL9 for Sale,PKR 26 lacs,2003,"160,000 km",Petrol,2400 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-accord-2003-for-sale-in-karachi-11199519
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC for Sale,PKR 29.5 lacs,2013,"115,000 km",Petrol,1300 cc,Manual,page 22,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-multan-11199516
Daihatsu Tanto  2022  for Sale,PKR 34.9 lacs,2022,"34,000 km",Petrol,660 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/daihatsu-tanto-2022-for-sale-in-lahore-10988869
Honda City 5th (GM2) Generation 2015 Aspire 1.5 i-VTEC for Sale,PKR 33.8 lacs,2015,"67,000 km",Petrol,1500 cc,Manual,page 22,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-islamabad-11199500
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,PKR 36.5 lacs,2018,"80,850 km",Petrol,1300 cc,Manual,page 22,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-lahore-11199492
Honda City 5th (GM2) Generation 2013 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 33.5 lacs,2013,"77,000 km",Petrol,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-taxila-11199485
Honda City 6th Generation 2024 1.5L ASPIRE CVT for Sale,PKR 54 lacs,2024,"35,000 km",Petrol,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-city-2024-for-sale-in-karachi-11199477
Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,PKR 47.75 lacs,2022,"62,000 km",Petrol,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-bahawalpur-11199463
Honda Civic  2013 Oriel Prosmatec UG for Sale,PKR 39 lacs,2013,"98,000 km",Petrol,1800 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-abbottabad-11134191
Honda City 5th (GM2) Generation 2021 1.3 i-VTEC for Sale,PKR 40.5 lacs,2021,"74,000 km",Petrol,1300 cc,Manual,page 22,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-lahore-11199404
Nissan Dayz  2022 Highway Star S hybrid X pro pilot for Sale,PKR 42.85 lacs,2022,"30,977 km",Hybrid,660 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/nissan-dayz-2022-for-sale-in-lahore-11199338
Honda City  2021 1.5L ASPIRE CVT for Sale,PKR 53 lacs,2021,"70,000 km",Petrol,1500 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-islamabad-11199381
Suzuki Wagon R  2018 VXL for Sale,PKR 24.25 lacs,2018,"66,000 km",Petrol,1000 cc,Manual,page 22,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2018-for-sale-in-bahawalpur-11199312
Toyota Prius Alpha  2014 G Touring for Sale,PKR 43.85 lacs,2014,"101,500 km",Hybrid,1800 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/toyota-prius-alpha-2014-for-sale-in-islamabad-11199350
Toyota Vitz  2012 Jewela 1.0 for Sale,PKR 30.25 lacs,2012,"134,482 km",Petrol,1000 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/toyota-vitz-2012-for-sale-in-islamabad-10982148
Toyota Hilux  2022 Revo GR Sport for Sale,PKR 1.78 crore,2022,"23,000 km",Diesel,2400 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/toyota-hilux-2022-for-sale-in-karachi-11199326
Honda City 6th Generation 2022 1.2L CVT for Sale,PKR 44 lacs,2022,"43,500 km",Petrol,1200 cc,Automatic,page 22,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-sangla-hills-11199289
Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,PKR 52 lacs,2022,"46,177 km",Petrol,1500 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-11156731
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC for Sale,PKR 27.75 lacs,2013,"150,000 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-lahore-11191824
Honda City 5th (GM2) Generation 2015 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 33 lacs,2015,"95,235 km",Petrol,1500 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-11156666
Honda City 5th (GM2) Generation 2020 1.3 i-VTEC for Sale,PKR 39.4 lacs,2020,"89,000 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-lahore-11193423
Honda City 5th (GM2) Generation 2014 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 34 lacs,2014,"285,993 km",Petrol,1500 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-lahore-11021663
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC Prosmatec for Sale,PKR 38 lacs,2017,"118,055 km",Petrol,1300 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-karachi-11018011
Honda Fit  2021 1.5 Hybrid S Package for Sale,PKR 54.45 lacs,2021,"64,158 km",Hybrid,1500 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-fit-2021-for-sale-in-multan-10367722
Honda Vezel  2017 Hybrid Z Honda Sensing  for Sale,PKR 57.5 lacs,2017,"87,000 km",Hybrid,1500 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-vezel-2017-for-sale-in-islamabad-11156277
Honda City  2026 1.2L CVT for Sale,PKR 49.9 lacs,2026,25 km,Petrol,1200 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2026-for-sale-in-islamabad-11071936
Honda City  2008 i-DSI for Sale,PKR 20.9 lacs,2008,"189,000 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/honda-city-2008-for-sale-in-islamabad-11193236
Honda City  2022 1.5L ASPIRE CVT for Sale,PKR 46.9 lacs,2022,"43,000 km",Petrol,1500 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-karachi-11187766
Honda City  2024 1.5L ASPIRE CVT for Sale,PKR 55.9 lacs,2024,"23,103 km",Petrol,1500 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2024-for-sale-in-islamabad-11166069
Honda Civic  2000 VTi Oriel Automatic 1.6 for Sale,PKR 16 lacs,2000,"174,000 km",Petrol,1600 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-civic-2000-for-sale-in-lahore-11164339
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC Prosmatec for Sale,PKR 30 lacs,2013,"125,000 km",Petrol,1300 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-karachi-11199222
Honda City  2012 1.3 i-VTEC for Sale,PKR 29 lacs,2012,"127,000 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/honda-city-2012-for-sale-in-rawalpindi-11199214
Honda Civic  2004 VTi Oriel 1.6 for Sale,PKR 19.8 lacs,2004,"250,000 km",Petrol,1600 cc,Manual,page 23,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-islamabad-11199210
Honda City  2026 1.2L CVT for Sale,PKR 49.23 lacs,2026,40 km,Petrol,1200 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2026-for-sale-in-lahore-11199169
Honda City  2022 1.2L CVT for Sale,PKR 44 lacs,2022,"55,000 km",Petrol,1200 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-karachi-11199149
Toyota Corolla  2018 Altis Automatic 1.6 for Sale,PKR 47.15 lacs,2018,"132,000 km",Petrol,1600 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-lahore-11198890
Toyota Prius  2007 S Touring Selection 1.5 for Sale,PKR 28.5 lacs,2007,"115,000 km",Hybrid,1500 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/toyota-prius-2007-for-sale-in-lahore-11199141
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC for Sale,PKR 27.25 lacs,2011,"162,330 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/honda-city-2011-for-sale-in-lahore-11197722
Suzuki Alto  2022 VXR for Sale,PKR 25.4 lacs,2022,"36,000 km",Petrol,660 cc,Manual,page 23,https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-wah-cantt-11199115
Honda City 6th Generation 2025 1.2L CVT for Sale,PKR 48.5 lacs,2025,"30,000 km",Petrol,1200 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2025-for-sale-in-sialkot-11199091
Toyota Vitz  2010 F 1.0 for Sale,PKR 24.99 lacs,2010,"12,000 km",Petrol,1000 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/toyota-vitz-2010-for-sale-in-islamabad-11199082
Honda City  2018 1.3 i-VTEC Prosmatec for Sale,PKR 38.5 lacs,2018,"157,000 km",Petrol,1300 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-jahaniya-11199047
Suzuki Swift  2013 DX 1.3 for Sale,PKR 19.75 lacs,2013,"126,000 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/suzuki-swift-2013-for-sale-in-lahore-11199040
Honda City  2007 i-DSI Vario for Sale,PKR 21 lacs,2007,"130,000 km",Petrol,1300 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2007-for-sale-in-multan-11199007
Toyota Surf  1997 SSR-X 3.0D for Sale,PKR 35.5 lacs,1997,"154,587 km",Diesel,3000 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/toyota-surf-1997-for-sale-in-karachi-11198990
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec for Sale,PKR 38.5 lacs,2018,"80,000 km",Petrol,1300 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-lahore-11198976
Honda City  2013 Aspire 1.5 i-VTEC for Sale,PKR 26.9 lacs,2013,99 km,Petrol,1500 cc,Manual,page 23,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-layyah-11198957
Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,PKR 50.5 lacs,2022,"39,200 km",Petrol,1500 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-11198946
Honda City  2006 i-DSI for Sale,PKR 15.6 lacs,2006,"131,866 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-lahore-11198940
Honda City  2006 i-DSI Vario for Sale,PKR 18.8 lacs,2006,"115,000 km",Petrol,1300 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-peshawar-11198919
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,PKR 38.9 lacs,2019,"82,000 km",Petrol,1300 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-gujranwala-11198903
Honda City 5th (GM2) Generation 2015 1.3 i-VTEC for Sale,PKR 32.5 lacs,2015,"110,000 km",Petrol,1300 cc,Manual,page 23,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-burewala-11198880
Honda City  2014 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 33.75 lacs,2014,"145,400 km",Petrol,1500 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-islamabad-11198830
Daihatsu Move  2011 Custom RS for Sale,PKR 21.25 lacs,2011,"82,000 km",Petrol,660 cc,Automatic,page 23,https://www.pakwheels.com/used-cars/daihatsu-move-2011-for-sale-in-rawalpindi-11094643
Toyota Prius  2009 S 1.5 for Sale,PKR 27.65 lacs,2009,"218,691 km",Hybrid,1500 cc,Automatic,page 24,https://www.pakwheels.com/used-cars/toyota-prius-2009-for-sale-in-lahore-11186991
