TITLE,PRICE,Year,Mileage,Fuel Type,Horsepower,Transmission,Page,Link
Toyota Corolla  2012 GLi Automatic 1.6 VVTi for Sale,PKR 31.5 lacs,2012,"150,000 km",Petrol,1600 cc,Automatic,page 28,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-peshawar-11196940
Toyota Corolla  2011 XLi VVTi for Sale,PKR 28.5 lacs,2011,"175,000 km",Petrol,1300 cc,Manual,page 28,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-lahore-11196926
Toyota Corolla Cross  2026 1.8 HEV X for Sale,PKR 93.5 lacs,2026,25 km,Hybrid,1800 cc,Automatic,page 28,https://www.pakwheels.com/used-cars/toyota-corolla-cross-2026-for-sale-in-islamabad-11015213
Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 66 lacs,2021,"47,234 km",Petrol,1800 cc,Automatic,page 28,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-lahore-11160140
Toyota Corolla  2016 GLi 1.3 VVTi for Sale,PKR 38.5 lacs,2016,"85,000 km",Petrol,1300 cc,Manual,page 28,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-11193174
Toyota Corolla  2009 Altis Cruisetronic 1.8 for Sale,PKR 30 lacs,2009,"190,000 km",Petrol,1800 cc,Automatic,page 28,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-gujranwala-11196905
Toyota Corolla  2017 GLi Automatic 1.3 VVTi for Sale,PKR 41.95 lacs,2017,"97,000 km",Petrol,1300 cc,Automatic,page 28,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-faisalabad-11196898
Toyota Corolla  2015 GLi 1.3 VVTi for Sale,PKR 36.75 lacs,2015,"90,000 km",Petrol,1300 cc,Manual,page 28,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-gujrat-11196891
Toyota Corolla  2024 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 74 lacs,2024,"46,000 km",Petrol,1800 cc,Automatic,page 28,https://www.pakwheels.com/used-cars/toyota-corolla-2024-for-sale-in-peshawar-11196871
Toyota Corolla  2018 Altis Grande CVT-i 1.8 for Sale,PKR 49 lacs,2018,"105,000 km",Petrol,1800 cc,Automatic,page 28,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-multan-11196870
Toyota Corolla  2019 XLi Automatic for Sale,PKR 41.25 lacs,2019,"54,000 km",Petrol,1300 cc,Automatic,page 28,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-karachi-11196832
Toyota Corolla  2018 Altis Grande 1.8 for Sale,PKR 49.5 lacs,2018,"61,000 km",Petrol,1800 cc,Manual,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-11192009
Toyota Corolla  2008 XLi for Sale,PKR 35 lacs,2008,"90,000 km",Petrol,1300 cc,Manual,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2008-for-sale-in-islamabad-11191963
Toyota Corolla  2018 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 48.5 lacs,2018,"90,000 km",Petrol,1800 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-11191901
Toyota Corolla  2018 GLi Automatic 1.3 VVTi for Sale,PKR 38.9 lacs,2018,"128,000 km",Petrol,1300 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-rawalpindi-11191748
Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 58.95 lacs,2022,"53,000 km",Petrol,1600 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-lahore-11154665
Toyota Corolla  2021 Altis X Automatic 1.6 for Sale,PKR 53.9 lacs,2021,"88,000 km",Petrol,1598 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-lahore-11191686
Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,PKR 47.25 lacs,2019,"109,000 km",Petrol,1300 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-rawalpindi-11191619
Toyota Corolla  2021 Altis X Automatic 1.6 Special Edition for Sale,PKR 57.75 lacs,2021,"67,000 km",Petrol,1598 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-lahore-11191604
Toyota Corolla  2019 XLi VVTi for Sale,PKR 42 lacs,2019,"96,517 km",Petrol,1300 cc,Manual,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-islamabad-10756494
Toyota Corolla  2011 GLi 1.3 VVTi for Sale,PKR 30 lacs,2011,"170,000 km",Petrol,1300 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-islamabad-11191528
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 67.95 lacs,2022,"21,000 km",Petrol,1800 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-lahore-11191496
Toyota Corolla  2020 Altis Grande CVT-i 1.8 for Sale,PKR 59.5 lacs,2020,"77,148 km",Petrol,1800 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-karachi-10792633
Toyota Corolla  2014 GLi 1.3 VVTi for Sale,PKR 34.95 lacs,2014,129 km,Petrol,1300 cc,Manual,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-islamabad-11179189
Toyota Corolla  2015 GLi Automatic 1.3 VVTi for Sale,PKR 38.8 lacs,2015,"125,000 km",Petrol,1300 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-11186190
Toyota Corolla  2013 GLi Automatic 1.6 VVTi for Sale,PKR 37.6 lacs,2013,"103,102 km",Petrol,1600 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-11190147
Toyota Corolla  2013 XLi VVTi for Sale,PKR 26.8 lacs,2013,"230,000 km",Petrol,1300 cc,Manual,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-haripur-11196829
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 70.5 lacs,2022,"38,000 km",Petrol,1800 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-chowk-munda-11196811
Toyota Corolla 9th (E120) Generation 2004 SE Saloon Automatic for Sale,PKR 22.75 lacs,2004,"193,000 km",Petrol,1600 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2004-for-sale-in-peshawar-11196799
Toyota Corolla  2009 XLi VVTi Limited Edition for Sale,PKR 22.8 lacs,2009,"230,000 km",Petrol,1300 cc,Manual,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-swabi-11196814
Toyota Corolla  2026 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 80 lacs,2026,25 km,Petrol,1800 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2026-for-sale-in-lahore-11047149
Toyota Corolla Fielder  2013 Hybrid for Sale,PKR 36 lacs,2013,"128,262 km",Hybrid,1500 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-fielder-2013-for-sale-in-karachi-11051723
Jeep CJ 5  1979  for Sale,PKR 25 lacs,1979,"400,000 km",Petrol,2000 cc,Manual,page 29,https://www.pakwheels.com/used-cars/jeep-cj-5-1979-for-sale-in-rawalpindi-11107198
Toyota Corolla  2019 GLi 1.3 VVTi for Sale,PKR 43.5 lacs,2019,"90,000 km",Petrol,1300 cc,Manual,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-jahaniya-11196702
Toyota Corolla Cross  2024 1.8 HEV X for Sale,PKR 86 lacs,2024,"60,117 km",Hybrid,1800 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-cross-2024-for-sale-in-lahore-11178406
Toyota Corolla  1986  for Sale,PKR 3.6 lacs,1986,"990,000 km",Diesel,1800 cc,Manual,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-1986-for-sale-in-islamabad-11194243
Toyota Corolla  2013 XLi VVTi for Sale,PKR 26.8 lacs,2013,"150,000 km",Petrol,1300 cc,Manual,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-bhakkar-11196693
Toyota Corolla  2021 Altis Automatic 1.6 for Sale,PKR 56 lacs,2021,"82,000 km",Petrol,1600 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-islamabad-11196686
Toyota Corolla  2021 Altis X Automatic 1.6 Special Edition for Sale,PKR 57 lacs,2021,"53,000 km",Petrol,1598 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-11190557
Toyota Corolla  2017 GLi 1.3 VVTi for Sale,PKR 44.5 lacs,2017,"100,000 km",Petrol,1300 cc,Manual,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-rawat-11196678
Toyota Corolla  2022 Altis X Automatic 1.6 Special Edition for Sale,PKR 60.5 lacs,2022,"66,000 km",Petrol,1598 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-karachi-10997805
Toyota Corolla  2016 GLi 1.3 VVTi for Sale,PKR 34.25 lacs,2016,"120,000 km",Petrol,1300 cc,Manual,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-chichawatni-11196662
Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 59.9 lacs,2022,"48,500 km",Petrol,1600 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-islamabad-10943639
Toyota Corolla  2020 Altis Automatic 1.6 for Sale,PKR 52.5 lacs,2020,"72,000 km",Petrol,1600 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-rawalpindi-11196650
Toyota Corolla  2015 GLi Automatic 1.3 VVTi for Sale,PKR 38.5 lacs,2015,"129,000 km",Petrol,1300 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-islamabad-11196646
Toyota Corolla  2018 GLi Automatic 1.3 VVTi for Sale,PKR 52 lacs,2018,"60,000 km",Petrol,1300 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-mansehra-11196637
Toyota Corolla  2011 XLi VVTi for Sale,PKR 23 lacs,2011,"358,763 km",Petrol,1300 cc,Manual,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-lahore-11063459
Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,PKR 45.5 lacs,2019,"125,000 km",Petrol,1300 cc,Automatic,page 29,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-islamabad-11013813
Toyota Corolla  2022 Altis X Automatic 1.6 Special Edition for Sale,PKR 62 lacs,2022,"45,000 km",Petrol,1600 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-lahore-11041400
Toyota Corolla Cross  2024 1.8 HEV X for Sale,PKR 85 lacs,2024,"21,187 km",Hybrid,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-cross-2024-for-sale-in-lahore-11098960
Toyota Corolla Cross  2024  for Sale,PKR 84.5 lacs,2024,"36,000 km",Hybrid,1800 cc,DHT,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-cross-2024-for-sale-in-jhelum-11187777
Honda N Wgn  2022 G for Sale,PKR 36.75 lacs,2022,"89,000 km",Petrol,660 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/honda-n-wgn-2022-for-sale-in-multan-11190999
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 72.5 lacs,2022,"16,030 km",Petrol,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-islamabad-11173351
Toyota Corolla  2016 GLi Automatic 1.3 VVTi for Sale,PKR 37 lacs,2016,"90,000 km",Petrol,1300 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-karachi-11162855
Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 63 lacs,2021,"63,000 km",Petrol,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-kamalia-11190651
Toyota Corolla  2004 G for Sale,PKR 34.25 lacs,2004,"185,000 km",Petrol,1500 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2004-for-sale-in-islamabad-11191126
Toyota Corolla  2010 XLi VVTi for Sale,PKR 25 lacs,2010,162 km,Petrol,1300 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-karachi-11191016
Toyota Corolla  2018 Altis Grande CVT-i 1.8 for Sale,PKR 49.75 lacs,2018,"76,000 km",Petrol,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-karachi-11163366
Toyota Corolla  2022 Altis X Automatic 1.6 for Sale,PKR 62 lacs,2022,"20,865 km",Petrol,1598 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-lahore-11056948
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 62.5 lacs,2022,"65,000 km",Petrol,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2022-for-sale-in-rawalpindi-11191029
Toyota Corolla  2014 GLi 1.3 VVTi for Sale,PKR 36 lacs,2014,"141,000 km",Petrol,1300 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-11165845
Toyota Corolla  2011 GLi 1.3 VVTi for Sale,PKR 29 lacs,2011,"107,500 km",Petrol,1300 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-gujrat-11196621
Toyota Corolla  2024 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 76.5 lacs,2024,"22,000 km",Petrol,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2024-for-sale-in-sialkot-11028367
Toyota Corolla  2014 XLi VVTi for Sale,PKR 28 lacs,2014,"112,000 km",Petrol,1300 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-karachi-11196607
Toyota Corolla  2014 GLi 1.3 VVTi for Sale,PKR 34.2 lacs,2014,"90,000 km",Petrol,1300 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-quetta-11195939
Toyota Corolla  2009 GLi 1.3 VVTi for Sale,PKR 26 lacs,2009,"217,099 km",Petrol,1300 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-rawalpindi-11196601
Toyota Corolla Cross  2024 1.8 HEV X for Sale,PKR 87.5 lacs,2024,"22,000 km",Hybrid,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-cross-2024-for-sale-in-peshawar-11196586
Toyota Corolla 9th (E120) Generation 2003 SE Saloon for Sale,PKR 15.8 lacs,2003,"200,000 km",Petrol,1600 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2003-for-sale-in-peshawar-11196575
Toyota Corolla  2015 Altis Grande 1.8 for Sale,PKR 42.5 lacs,2015,"100,000 km",Petrol,1800 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-islamabad-11196570
Toyota Corolla  2011 GLi 1.3 VVTi Ecotec  for Sale,PKR 26.5 lacs,2011,"75,000 km",CNG,1300 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-karachi-11196569
Toyota Corolla  2005 SE Saloon for Sale,PKR 26.5 lacs,2005,"193,000 km",Petrol,1600 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2005-for-sale-in-rawalpindi-11166740
Toyota Corolla  2004 SE Saloon for Sale,PKR 21.75 lacs,2004,"93,000 km",Petrol,1600 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2004-for-sale-in-islamabad-11195824
Toyota Corolla 9th (E120) Generation 2006 GLi 1.3 for Sale,PKR 22.9 lacs,2006,"490,000 km",Petrol,1300 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2006-for-sale-in-islamabad-11196564
Toyota Corolla  2011 GLi 1.3 VVTi for Sale,PKR 25.65 lacs,2011,"150,000 km",Petrol,1300 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-faisalabad-11062493
Toyota Corolla  2015 XLi VVTi for Sale,PKR 32.5 lacs,2015,"232,000 km",Petrol,1300 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-islamabad-11195833
Toyota Corolla  2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 73.5 lacs,2023,"22,000 km",Petrol,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2023-for-sale-in-karachi-11195219
Toyota Corolla  2013 XLi VVTi for Sale,PKR 32.5 lacs,2013,"255,947 km",Petrol,1300 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-lahore-11122159
Toyota Corolla  1999 XE for Sale,PKR 13.5 lacs,1999,"400,000 km",Petrol,1300 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-1999-for-sale-in-bhakkar-11095113
Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 45 lacs,2015,"180,000 km",Petrol,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-sargodha-11196555
Toyota Corolla Fielder  2022 Hybrid for Sale,PKR 59.5 lacs,2022,"70,561 km",Hybrid,1500 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-fielder-2022-for-sale-in-islamabad-11114856
Toyota Corolla  2025 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 79 lacs,2025,"5,671 km",Petrol,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2025-for-sale-in-karachi-11111059
Toyota Corolla  2011 XLi VVTi for Sale,PKR 26.5 lacs,2011,"250,000 km",Petrol,1300 cc,Manual,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2011-for-sale-in-multan-11196530
Toyota Corolla Axio  2017 Hybrid 1.5 for Sale,PKR 51.5 lacs,2017,"125,173 km",Hybrid,1500 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-axio-2017-for-sale-in-multan-11139989
Toyota Corolla  2016 Altis Automatic 1.6 for Sale,PKR 46.85 lacs,2016,"78,000 km",Petrol,1600 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-islamabad-11167687
Toyota Corolla Cross  2024 1.8 HEV X for Sale,PKR 85.5 lacs,2024,"27,000 km",Hybrid,1800 cc,Automatic,page 30,https://www.pakwheels.com/used-cars/toyota-corolla-cross-2024-for-sale-in-islamabad-11167677
Toyota Corolla  2012 GLi 1.3 VVTi for Sale,PKR 25.5 lacs,2012,"160,000 km",Petrol,1300 cc,Manual,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-gujrat-11191017
Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 61 lacs,2021,"60,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-11142366
Toyota Corolla  2009 GLi 1.3 VVTi for Sale,PKR 36.5 lacs,2009,"57,000 km",Petrol,1300 cc,Manual,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-islamabad-11190716
Toyota Corolla  2017 Altis Automatic 1.6 for Sale,PKR 35.5 lacs,2017,"75,127 km",Petrol,1600 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-karachi-11004730
Toyota Corolla  2021 Altis X Automatic 1.6 for Sale,PKR 50.5 lacs,2021,"95,443 km",Petrol,1598 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-karachi-11145973
Toyota Corolla  2017 GLi 1.3 VVTi for Sale,PKR 36.5 lacs,2017,"90,000 km",Petrol,1300 cc,Manual,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-karachi-11140290
Toyota Corolla  2021 Altis Automatic 1.6 for Sale,PKR 57 lacs,2021,"69,872 km",Petrol,1600 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-lahore-11141741
Toyota Corolla  2016 Altis Grande CVT-i 1.8 for Sale,PKR 40.5 lacs,2016,"115,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-lahore-11190544
Toyota Corolla Hatchback  2021 Sport Hybrid GZ for Sale,PKR 90 lacs,2021,"39,176 km",Hybrid,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-hatchback-2021-for-sale-in-karachi-11001297
Toyota Corolla  2012  for Sale,PKR 43.5 lacs,2012,"50,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-lahore-11190356
Toyota Corolla  2008 XLi VVTi for Sale,PKR 22.75 lacs,2008,"215,000 km",Petrol,1300 cc,Manual,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2008-for-sale-in-islamabad-11116789
Toyota Corolla  2014 GLi 1.3 VVTi for Sale,PKR 35.9 lacs,2014,"112,000 km",Petrol,1300 cc,Manual,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-lahore-11190420
Toyota Corolla Cross  2024 1.8 HEV X for Sale,PKR 84.5 lacs,2024,"21,000 km",Hybrid,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-cross-2024-for-sale-in-islamabad-11094162
Toyota Corolla Axio  2013 Hybrid 1.5 for Sale,PKR 47.75 lacs,2013,"161,000 km",Hybrid,1500 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-axio-2013-for-sale-in-lahore-11196482
Toyota Corolla  2014 GLi 1.3 VVTi for Sale,PKR 27 lacs,2014,"269,000 km",Petrol,1300 cc,Manual,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-jand-11196483
Toyota Corolla  2025 Altis Grande X CVT-i 1.8 Beige Interior for Sale,PKR 75.5 lacs,2025,"21,400 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2025-for-sale-in-multan-11196476
Toyota Corolla  2007 XLi for Sale,PKR 33 lacs,2007,"123,000 km",Petrol,1300 cc,Manual,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2007-for-sale-in-lower-dir-11195286
Toyota Corolla  1995 SE Limited for Sale,PKR 18.9 lacs,1995,"129,000 km",Petrol,1500 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-1995-for-sale-in-quetta-11196387
Toyota Corolla  2026 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 81.25 lacs,2026,20 km,Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2026-for-sale-in-lahore-11142247
Toyota Corolla 8th (E110) Generation 2001 XE-G for Sale,PKR 14.85 lacs,2001,"300,000 km",Petrol,1300 cc,Manual,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2001-for-sale-in-rawalpindi-11074891
Toyota Corolla  2024  for Sale,PKR 84 lacs,2024,"21,000 km",Hybrid,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2024-for-sale-in-karachi-11196446
Toyota Corolla  2013 GLi 1.3 VVTi for Sale,PKR 29.75 lacs,2013,"120,157 km",Petrol,1300 cc,Manual,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-lahore-11196435
Toyota Corolla  2015 XLi VVTi for Sale,PKR 32.5 lacs,2015,"200,000 km",Petrol,1300 cc,Manual,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-narowal-11196415
Toyota Corolla  2009 Altis Cruisetronic 1.8 for Sale,PKR 28 lacs,2009,"160,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-mansehra-11196406
Toyota Corolla  2010 XLi VVTi for Sale,PKR 24.5 lacs,2010,"241,163 km",Petrol,1300 cc,Manual,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-fateh-jang-11196397
Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 44.95 lacs,2015,"80,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-11196379
Toyota Corolla  2015 GLi Automatic 1.3 VVTi for Sale,PKR 33.75 lacs,2015,"89,500 km",Petrol,1300 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-karachi-11196376
Toyota Corolla Cross  2021 Premium High Grade for Sale,PKR 73 lacs,2021,"84,000 km",Hybrid,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-cross-2021-for-sale-in-karachi-11080712
Toyota Corolla  2009 GLi 1.3 VVTi for Sale,PKR 27.7 lacs,2009,"192,000 km",Petrol,1300 cc,Manual,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-islamabad-11084021
Toyota Corolla  2019 Altis Automatic 1.6 for Sale,PKR 51.5 lacs,2019,"57,000 km",Petrol,1600 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-sialkot-11195777
Toyota Corolla  2016 XLi VVTi for Sale,PKR 40 lacs,2016,"69,000 km",Petrol,1300 cc,Manual,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2016-for-sale-in-rawalpindi-11196319
Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Black Interior for Sale,PKR 52 lacs,2021,"150,000 km",Petrol,1800 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2021-for-sale-in-peshawar-11196308
Toyota Corolla  2013 GLi Automatic 1.6 VVTi for Sale,PKR 33.5 lacs,2013,"109,609 km",Petrol,1600 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-lahore-11196303
Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,PKR 49.5 lacs,2019,"104,000 km",Petrol,1300 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-rawalpindi-11167024
Toyota Corolla  2009 XLi VVTi Limited Edition for Sale,PKR 31 lacs,2009,"300,000 km",Petrol,1300 cc,Manual,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2009-for-sale-in-multan-11097592
Toyota Corolla  2018 Altis Automatic 1.6 for Sale,PKR 50 lacs,2018,"87,000 km",Petrol,1600 cc,Automatic,page 31,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-gujrat-11196233
